ElectionNumber	ElectionDate	ElectionName	CountyName	StatType	TotalRep	TotalDem	TotalOth	TotalNpa	GrandTotal	CompileDate
10282	11/08/2016	2016 General Election	Seminole	Voted Early	3,138	3,347	171	1,253	7,909	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	St. Johns	Voted Early	3,724	1,874	167	812	6,577	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	St. Lucie	Voted Early	1,452	2,243	124	671	4,490	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	Sumter	Voted Early	0	0	0	0	0	
10282	11/08/2016	2016 General Election	Suwannee	Voted Early	0	0	0	0	0	
10282	11/08/2016	2016 General Election	Taylor	Voted Early	144	167	6	10	327	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	Union	Voted Early	0	0	0	0	0	
10282	11/08/2016	2016 General Election	Volusia	Voted Early	2,726	3,189	213	1,129	7,257	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	Wakulla	Voted Early	299	311	13	47	670	10/25/2016  4:51AM
10282	11/08/2016	2016 General Election	Walton	Voted Early	0	0	0	0	0	
10282	11/08/2016	2016 General Election	Washington	Voted Early	254	108	7	19	388	10/25/2016  4:51AM
